family,variant,dma,channel,request_id,peripheral,request,remap,spelled,note,#,confidence,basis
CH32L103,,DMA1,4,,TIM4,TIM4_CH2,,TIM4_CH2,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32L103RM.PDF p.102)+rm:en(CH32L103RM.PDF p.120)
CH32L103,,DMA1,5,,I2C2,I2C2_RX,,I2C2_RX,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,5,,SPI2,SPI2_TX,,SPI2_TX,,#,confirmed,rm:zh(CH32L103RM.PDF p.102)+rm:en(CH32L103RM.PDF p.120)
CH32L103,,DMA1,5,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,5,,TIM4,TIM4_CH3,,TIM4_CH3,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32L103RM.PDF p.102)+rm:en(CH32L103RM.PDF p.120)
CH32L103,,DMA1,6,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32L103RM.PDF p.102)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,6,,TIM3,TIM3_CH1,,TIM3_CH1,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,6,,TIM3,TIM3_TRIG,,TIM3_TRIG,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,6,,USART2,USART2_RX,,USART2_RX,,#,confirmed,rm:zh(CH32L103RM.PDF p.102)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,7,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32L103RM.PDF p.102)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,7,,TIM4,TIM4_UP,,TIM4_UP,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,7,,USART2,USART2_TX,,USART2_TX,,#,confirmed,rm:zh(CH32L103RM.PDF p.102)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,8,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32L103RM.PDF p.103)+rm:en(CH32L103RM.PDF p.121)
CH32L103,,DMA1,8,,USART4,USART4_RX,,USART4_RX,,#,confirmed,rm:zh(CH32L103RM.PDF p.102)+rm:en(CH32L103RM.PDF p.121)
CH32M030,,DMA1,1,,ADC1,ADC,,ADC,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,1,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,1,,TIM3,TIM3_CH1,,TIM3_CH1,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,2,,SPI1,SPI1_RX,,SPI1_RX,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,2,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,2,,TIM2,TIM2_TRIG,,TIM2_TRIG,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,2,,TIM3,TIM3_CH2,,TIM3_CH2,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,3,,SPI1,SPI1_TX,,SPI1_TX,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,3,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,3,,TIM2,TIM2_UP,,TIM2_UP,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,3,,TIM3,TIM3_UP,,TIM3_UP,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,4,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,4,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,4,,TIM3,TIM3_TRIG,,TIM3_TRIG,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,5,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,5,,TIM1,TIM1_CH5,,TIM1_CH5,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,5,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,6,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,6,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,6,,USART1,UART1_TX,,UART1_TX,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,7,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32M030,,DMA1,7,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.75)
CH32M030,,DMA1,7,,USART1,UART1_RX,,UART1_RX,,#,confirmed,rm:zh(CH32M030RM.PDF p.66)+rm:en(CH32M030RM.PDF p.74)
CH32V003,,DMA1,1,,ADC1,ADC1,,ADC1,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,1,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,2,,SPI1,SPI1_RX,,SPI1_RX,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,2,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,2,,TIM2,TIM2_UP,,TIM2_UP,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,3,,SPI1,SPI1_TX,,SPI1_TX,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,3,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,4,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,5,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,6,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,7,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,7,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V006,,DMA1,1,,ADC1,ADC,,ADC,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,1,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,1,,TIM3,TIM3_CH3,,TIM3_CH3,（1）（2）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,2,,SPI1,SPI1_RX,,SPI1_RX,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,2,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,2,,TIM2,TIM2_UP,,TIM2_UP,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,2,,TIM3,TIM3_CH3,,TIM3_CH3,（1）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,3,,SPI1,SPI1_TX,,SPI1_TX,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,3,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,3,,TIM3,TIM3_CH3,,TIM3_CH3,（1）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,TIM3,TIM3_CH4,,TIM3_CH4,（1）（2）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,5,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,5,,TIM3,TIM3_CH4,,TIM3_CH4,（1）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,6,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,6,,TIM3,TIM3_CH4,,TIM3_CH4,（1）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,6,,USART2,USART2_TX,,USART2_TX,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,7,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,7,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,7,,USART2,USART2_RX,,USART2_RX,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V103,,DMA1,1,,ADC1,ADC,,ADC,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,1,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,1,,TIM4,TIM4_CH1,,TIM4_CH1,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,2,,SPI1,SPI1_RX,,SPI1_RX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,2,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,2,,TIM2,TIM2_UP,,TIM2_UP,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,2,,TIM3,TIM3_CH3,,TIM3_CH3,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,2,,USART3,USART3_TX,,USART3_TX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,DAC,DAC_CH1,,DAC_CH1,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,SPI1,SPI1_TX,,SPI1_TX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,TIM3,TIM3_CH4,,TIM3_CH4,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,TIM3,TIM3_UP,,TIM3_UP,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,USART3,USART3_RX,,USART3_RX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,DAC,DAC_CH2,,DAC_CH2,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,I2C2,I2C2_TX,,I2C2_TX,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,4,,SPI2,SPI2_RX,,SPI2_RX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,TIM4,TIM4_CH2,,TIM4_CH2,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,5,,I2C2,I2C2_RX,,I2C2_RX,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,5,,SPI2,SPI2_TX,,SPI2_TX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,5,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,5,,TIM4,TIM4_CH3,,TIM4_CH3,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,6,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,6,,TIM3,TIM3_CH1,,TIM3_CH1,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,6,,TIM3,TIM3_TRIG,,TIM3_TRIG,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,6,,USART2,USART2_RX,,USART2_RX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,7,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,7,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,7,,TIM4,TIM4_UP,,TIM4_UP,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,7,,USART2,USART2_TX,,USART2_TX,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V205,,DMA1,1,,ADC1,ADC,selectable,ADC*,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,1,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,1,,TIM4,TIM4_CH1,selectable,TIM4_CH1*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,1,,USART4,USART4_TX,,USART4_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,2,,SPI1,SPI1_RX,selectable,SPI1_RX*,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,2,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,2,,TIM2,TIM2_UP,selectable,TIM2_UP*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,2,,TIM3,TIM3_CH3,selectable,TIM3_CH3*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,2,,USART3,USART3_TX,,USART3_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,3,,SPI1,SPI1_TX,selectable,SPI1_TX*,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,3,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,3,,TIM3,TIM3_CH4,selectable,TIM3_CH4*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,3,,TIM3,TIM3_UP,,TIM3_UP,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,3,,USART3,USART3_RX,,USART3_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,4,,I2C2,I2C2_TX,,I2C2_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,4,,SPI2,SPI2_RX,selectable,SPI2_RX*,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,4,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,5,,I2C2,I2C2_RX,,I2C2_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,5,,SPI2,SPI2_TX,selectable,SPI2_TX*,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,5,,TIM1,TIM1_UP,selectable,TIM1_UP*,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,5,,TIM4,TIM4_CH3,selectable,TIM4_CH3*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,6,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,6,,TIM3,TIM3_CH1,selectable,TIM3_CH1*,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
